Assay Factor	genotype	Tissue	enriched	overlap	-log10 p-value	log2_enrichment
Brahma	wt	ISC	enriched	0.0	0.0	-16.609640474436812
H1	wt	ISC	enriched	0.0	0.0	-16.609640474436812
HP1	wt	ISC	enriched	2.0	0.24176959154225044	-0.8677258753899222
Kismet	wt	ISC	enriched	26.0	17.38532420409378	4.855790914511728
PolII	wt	ISC	enriched	18.0	9.473079467361352	3.431624296779439
Polycomb	wt	ISC	enriched	1.0	0.0	-0.463927200655082
Trr	wt	ISC	enriched	12.0	8.247436853219886	3.6949927074842974
