Assay Factor	genotype	Tissue	-log10 p-value	log2_enrichment
MCM2-7	wt	Kc	0.0	
ORC2	wt	Kc	0.0	
PolII	wt	Kc	0.0	
PolII-(phospho-S2)	wt	Kc	0.0	
PolII-(phospho-S5)	wt	Kc	0.0	
