Assay Factor	genotype	Tissue	-log10 p-value	log2_enrichment
MCM2-7	wt	Kc	0.0	-0.38321620386506305
ORC2	wt	Kc	5.013047480717911	1.4371602771851415
PolII	wt	Kc	0.0012842786849139203	0.10064534377365557
PolII-(phospho-S2)	wt	Kc	0.04350033275796759	0.17220796023343066
PolII-(phospho-S5)	wt	Kc	0.0032945030949674166	0.1202953306160784
