Assay Factor	genotype	Tissue	-log10 p-value	log2_enrichment
MCM2-7	wt	Kc	0.0	-16.609640474436812
ORC2	wt	Kc	4.761761152267745	2.883264386757722
PolII	wt	Kc	0.07547569238709466	-1.157831055506987
PolII-(phospho-S2)	wt	Kc	0.0	-0.7167443039945859
PolII-(phospho-S5)	wt	Kc	0.1350966234232089	-1.4404544932348118
