Assay Factor	genotype	Tissue	-log10 p-value	log2_enrichment
MCM2-7	wt	Kc	0.0	-16.609640474436812
ORC2	wt	Kc	0.8687532474182672	inf
PolII	wt	Kc	0.0	-16.609640474436812
PolII-(phospho-S2)	wt	Kc	0.0	-16.609640474436812
PolII-(phospho-S5)	wt	Kc	0.0	-16.609640474436812
