BD-10-head	BD-9-head	KD-8-head	KD-6-head	BD-10-tumor	BD-09-tumor	KD-8-tumor	KD-6-tumor
102	82	106	111	98	109	119	79
102	82	106	111	98	109	119	79
98	79	106	111	98	103	116	73
100	54	75	94	61	77	113	90
111	80	116	104	103	126	130	107
34	7	24	37	36	27	91	40
51	28	53	39	23	36	62	57
59	54	52	94	74	62	99	71
112	53	77	95	70	85	107	80
78	40	90	111	87	111	97	77
78	50	82	98	79	88	104	97
136	73	89	106	109	112	127	90
56	33	48	71	63	69	91	88
70	39	59	73	60	71	92	73
118	47	101	94	56	115	114	84
73	45	96	87	79	79	97	83
51	33	65	101	66	69	87	78
48	23	36	65	41	40	68	51
80	41	79	112	116	84	131	115
80	41	79	112	116	84	131	115
80	41	79	112	116	84	131	115
79	38	79	112	110	74	131	107
79	38	79	112	110	73	131	105
46	25	45	50	29	38	58	31
126	80	101	156	124	126	131	98
113	61	120	108	94	159	127	104
96	79	81	102	91	104	134	99
45	36	51	59	65	53	80	86
105	69	64	101	79	104	126	81
140	119	155	175	156	175	187	180
165	135	180	206	189	211	222	207
210	153	223	251	234	257	290	258
247	166	250	288	277	290	347	299
247	166	250	288	277	290	347	299
72	63	60	95	62	80	101	57
114	70	99	123	85	129	113	82
126	65	137	150	135	116	123	119
26	7	18	42	39	41	49	62
107	87	97	128	105	116	106	111
111	59	88	101	73	110	134	78
68	26	63	73	60	85	100	69
71	48	100	71	58	67	91	98
81	57	100	88	84	103	104	103
126	68	98	115	113	120	119	80
134	75	100	119	115	103	134	116
79	53	61	79	50	106	97	53
113	70	117	97	91	92	101	94
113	70	118	97	91	92	101	94
138	45	114	107	87	120	85	95
102	76	116	104	98	117	143	101
45	20	31	46	35	40	37	40
85	41	73	84	57	97	89	63
126	54	92	117	80	112	107	69
109	66	96	157	104	123	110	78
104	63	121	133	103	109	131	112
104	56	120	133	95	103	116	108
58	37	76	60	87	71	96	46
24	13	41	47	39	37	70	52
50	13	49	46	30	40	71	83
73	30	33	78	27	72	51	67
98	93	95	104	91	89	128	97
61	38	63	68	53	57	85	62
98	47	97	102	69	111	106	81
58	46	72	80	50	68	73	63
78	27	45	57	57	58	87	71
74	45	66	106	59	50	80	68
82	74	69	91	57	85	76	67
124	53	104	105	77	106	115	136
91	42	109	114	123	121	129	119
91	42	109	114	123	121	129	119
92	37	83	115	105	82	78	92
79	53	54	78	63	91	82	72
149	84	128	147	141	159	142	126
96	45	97	93	94	104	93	78
9	7	10	11	8	12	16	16
15	7	16	11	9	16	30	23
15	7	16	10	9	16	29	23
88	60	82	110	55	89	108	74
74	41	71	77	75	109	97	79
74	41	71	77	75	109	97	79
86	57	80	103	72	101	103	117
74	42	62	90	61	58	80	63
91	74	104	102	77	91	117	102
72	59	95	77	94	86	95	82
72	59	95	77	94	86	95	82
107	53	104	106	92	108	105	128
66	34	42	92	79	82	93	69
94	62	102	100	102	93	112	79
89	51	111	83	70	60	80	80
89	51	111	83	70	60	80	80
89	51	111	83	70	60	80	80
60	23	59	59	51	50	70	70
87	32	59	83	51	70	108	89
113	76	138	106	110	128	148	99
21	31	54	38	57	38	48	28
127	65	104	111	107	104	170	114
90	33	80	97	71	102	105	103
53	24	25	49	20	45	44	50
67	39	57	75	35	63	98	49
98	69	103	139	84	100	168	94
112	73	85	119	81	113	134	78
322	186	344	368	369	299	447	422
312	186	337	359	359	294	447	410
298	186	328	342	351	276	434	390
292	186	322	326	341	271	423	376
286	184	319	316	323	261	414	369
169	119	199	169	178	147	237	224
122	80	150	110	111	106	157	150
114	56	101	115	79	128	108	90
139	80	140	141	134	157	141	107
86	70	128	81	75	90	101	75
98	30	74	85	72	93	69	64
69	33	60	59	67	73	90	74
70	63	72	110	64	107	93	88
155	53	131	149	95	136	116	94
60	27	36	63	36	69	47	54
63	27	38	63	38	69	60	54
61	29	69	77	45	50	50	41
49	19	26	53	19	46	39	26
100	56	88	92	78	79	97	60
97	77	109	129	118	115	116	100
65	38	74	75	41	76	83	47
81	75	113	85	106	107	120	77
109	61	112	116	108	94	144	93
142	112	162	175	163	144	210	228
142	112	162	175	163	144	210	228
142	112	162	175	163	144	210	228
228	173	264	278	252	230	337	361
76	54	82	74	48	94	86	102
73	50	87	94	75	80	125	67
73	50	87	94	75	80	125	67
100	46	90	77	94	82	103	81
112	57	110	147	56	92	131	85
122	69	128	120	82	117	128	86
127	81	151	143	150	125	155	108
87	46	89	107	60	96	103	71
92	54	92	98	106	100	102	102
60	51	43	71	30	69	81	64
48	53	42	77	62	82	70	74
11	3	8	12	6	8	23	17
107	74	100	109	83	123	96	97
90	42	99	99	54	87	74	72
53	27	51	72	47	49	87	79
53	27	51	72	47	49	87	79
107	67	95	79	85	111	104	77
118	46	109	125	81	127	121	114
117	47	121	119	87	87	109	97
106	86	101	114	70	107	113	78
59	25	79	86	76	61	91	73
56	61	73	74	47	122	79	71
58	51	40	74	48	86	77	76
67	36	44	41	44	62	67	50
91	51	80	106	96	69	94	106
118	78	157	132	117	144	141	118
47	15	45	42	56	64	67	62
128	49	96	119	63	138	124	77
89	57	85	79	88	67	77	54
108	41	82	135	94	114	113	100
71	28	63	71	58	83	68	72
130	62	93	103	78	144	134	127
125	62	93	103	75	144	133	127
102	74	111	97	96	117	125	104
76	46	55	106	65	71	105	85
118	57	103	131	84	108	112	115
89	48	83	98	56	80	85	77
112	73	127	131	125	127	151	133
83	55	90	98	54	79	109	82
102	57	90	93	87	117	104	91
108	69	85	120	98	73	87	103
77	62	90	98	76	103	99	73
79	26	73	71	40	59	42	47
98	55	104	118	69	108	118	126
103	84	113	99	88	91	114	107
105	75	97	152	130	125	137	118
59	28	60	84	50	74	80	55
106	92	92	121	100	113	143	104
80	36	76	101	59	98	106	80
78	30	71	64	48	86	99	60
114	53	113	121	72	98	135	73
88	55	93	74	77	99	104	90
88	55	93	74	77	99	104	90
88	55	93	74	77	99	104	90
67	36	93	68	41	61	84	63
91	48	60	94	82	69	104	83
386	344	333	435	693	424	355	532
65	53	58	65	32	90	97	64
132	61	77	113	64	100	113	94
95	59	107	81	91	94	119	84
84	33	78	73	60	120	113	104
166	112	187	174	211	157	170	118
88	68	85	85	85	121	129	83
130	59	106	140	104	117	117	91
128	77	111	118	105	120	127	99
108	52	104	119	96	107	89	88
117	70	80	90	83	93	93	70
92	54	69	74	73	83	99	84
114	72	108	100	112	84	98	94
89	57	85	97	62	110	91	63
48	20	35	51	29	33	52	42
115	70	115	121	120	102	152	121
92	54	82	86	112	82	93	86
87	31	77	91	39	66	90	72
105	42	85	80	69	98	84	73
92	63	107	104	99	100	116	119
150	94	131	164	147	143	149	144
41	21	47	44	52	44	57	41
65	53	80	92	100	77	112	93
110	73	108	125	134	113	131	106
115	77	157	142	126	145	149	143
104	88	101	114	106	98	138	115
98	33	66	92	74	86	101	97
73	38	83	75	51	81	71	99
61	29	53	81	51	69	61	70
149	65	147	157	124	132	143	118
99	66	115	131	88	117	142	113
68	35	69	83	69	70	74	83
68	30	65	49	65	62	84	70
104	46	70	100	102	87	100	127
104	46	70	100	102	87	100	127
113	61	120	143	185	103	159	153
105	65	114	115	95	100	137	102
80	35	113	93	98	77	89	108
40	22	40	67	36	50	57	55
40	22	40	67	36	50	57	55
40	22	40	67	36	50	57	55
98	78	103	93	118	79	127	106
101	78	103	95	120	83	130	106
120	92	144	107	175	129	186	115
120	92	144	107	175	129	186	115
28	27	54	27	62	49	79	56
28	27	54	27	62	49	79	56
28	27	54	27	62	49	79	56
28	27	54	27	62	49	79	56
23	20	47	22	55	41	70	44
36	8	21	35	29	35	33	26
32	22	33	35	53	43	71	64
37	32	38	46	62	49	53	39
62	52	92	101	70	75	114	107
62	52	92	101	70	73	114	107
17	24	18	25	17	17	23	17
12	12	20	46	23	54	58	50
309	169	250	262	263	250	283	277
405	199	326	352	333	325	351	321
405	199	326	352	333	325	351	321
61	80	82	111	102	112	124	113
17	7	13	38	20	18	20	14
29	19	24	34	37	30	26	23
64	45	89	63	59	51	122	120
115	78	114	137	96	133	131	94
100	64	80	67	65	71	97	78
152	116	144	119	144	155	158	119
179	77	137	130	126	150	184	137
47	24	45	37	25	46	53	50
6	9	14	20	11	17	25	11
95	55	111	56	109	82	105	87
71	60	78	81	59	84	109	79
79	44	47	63	38	62	97	71
29	13	30	37	30	45	44	60
63	24	57	77	60	64	59	59
71	57	66	72	75	110	80	91
107	51	94	105	77	97	123	86
100	81	108	80	79	97	116	110
21	12	23	16	19	23	31	13
21	12	23	16	19	23	31	13
21	12	23	16	19	23	31	13
157	104	233	159	170	169	167	167
121	76	147	159	133	130	130	131
115	88	166	161	137	151	156	145
109	89	183	123	151	133	133	137
343	233	392	453	337	369	419	529
109	60	81	80	101	90	103	71
12	10	29	47	10	16	44	53
105	80	140	123	162	104	140	142
216	165	289	245	272	231	240	326
62	45	80	75	69	53	64	93
62	45	80	75	69	53	64	93
37	36	77	81	47	46	70	80
37	36	78	81	47	46	71	80
113	66	147	116	134	120	96	128
14	10	22	14	23	25	24	34
17	13	27	16	16	21	18	21
74	78	147	129	112	92	106	138
74	78	147	129	112	92	106	138
74	78	147	129	112	92	106	138
74	78	147	129	112	92	106	138
184	83	161	169	102	119	181	162
81	57	93	76	87	69	87	127
47	44	66	57	68	56	75	90
18	19	32	28	30	32	33	38
41	52	83	69	72	54	69	79
15	13	21	28	24	18	24	29
46	18	36	32	44	39	43	35
55	32	57	45	62	55	68	50
55	32	57	45	62	55	70	51
71	22	99	67	112	82	99	70
76	33	63	89	57	80	98	59
80	30	73	52	57	78	88	46
78	66	69	72	41	73	73	77
2956	801	1047	2309	4411	2230	1536	1527
2956	801	1062	2309	4411	2230	1536	1527
2956	801	1062	2309	4411	2230	1536	1527
38	17	59	48	34	57	37	44
92	33	85	80	63	79	73	75
80	58	69	118	73	85	119	99
64	24	38	52	50	64	52	51
45	33	36	79	20	52	67	30
45	33	36	79	20	52	67	30
45	33	36	79	20	52	67	30
25	20	20	38	50	28	43	53
28	17	32	39	42	33	44	58
26	16	32	36	38	33	42	56
34	20	38	40	44	37	44	61
34	15	37	38	44	37	44	63
13	16	18	19	35	22	20	32
48	30	53	71	71	76	89	50
48	30	53	71	71	76	89	50
111	43	80	108	94	98	140	119
127	56	92	116	106	107	158	135
92	48	67	73	80	71	117	92
127	57	93	116	107	108	160	135
34	20	31	51	23	37	54	40
188	132	156	138	168	181	186	134
20	4	12	12	27	9	13	26
37	25	25	35	40	42	39	34
27	21	40	43	11	31	43	30
114	76	132	104	131	107	151	114
114	76	132	104	131	107	151	114
90	44	75	73	60	71	72	41
63	22	51	69	35	57	40	32
76	47	67	95	49	62	53	48
76	47	67	95	49	62	53	48
57	53	92	64	86	68	69	33
52	32	41	76	53	71	65	46
0	1	2	5	1	9	2	3
36	15	35	33	42	20	50	28
36	15	35	33	42	20	50	28
37	26	46	35	45	26	45	29
38	17	28	20	13	26	30	26
43	18	30	56	40	54	77	51
43	24	36	33	33	48	58	32
82	59	63	43	72	75	71	39
49	47	69	78	50	81	61	48
39	25	40	55	35	42	55	36
29	11	30	29	24	23	38	35
29	11	30	29	24	23	38	35
49	17	43	56	51	49	50	50
49	17	43	56	51	49	50	50
28	13	24	38	8	21	45	25
40	34	43	52	38	47	62	54
36	41	28	35	34	46	46	43
30	26	27	40	52	30	52	47
30	26	27	40	52	30	52	47
12	11	28	36	20	19	32	23
76	49	72	60	61	87	79	44
26	11	14	40	19	16	24	26
26	11	14	40	19	16	24	26
31	16	34	28	21	44	48	22
39	46	40	23	25	41	48	30
29	16	36	40	15	27	30	22
30	23	41	37	62	42	65	24
30	16	26	36	29	35	30	32
28	9	14	26	16	17	34	27
20	18	43	23	36	30	53	27
20	14	29	18	25	42	38	38
60	42	54	79	73	62	84	63
38	24	29	30	30	49	57	44
20	10	39	35	28	31	37	29
63	28	49	58	46	60	59	71
11	6	13	18	12	21	15	24
11	6	13	18	12	21	15	24
11	6	13	18	12	21	15	24
62	32	68	59	73	104	104	81
30	34	40	41	47	34	31	24
70	30	58	79	56	58	65	35
62	40	75	93	60	71	91	80
4	2	5	9	6	10	14	10
67	28	27	48	28	38	37	33
67	28	27	48	28	38	37	33
67	28	27	48	28	38	37	33
67	28	27	48	28	38	37	33
77	38	62	70	62	80	75	60
26	34	56	37	51	43	77	67
39	35	39	47	19	42	41	39
53	21	22	37	39	50	31	29
36	20	39	32	37	49	48	31
36	20	39	32	37	49	48	31
37	17	26	42	16	51	41	43
45	15	70	43	25	48	79	15
43	23	58	69	20	31	77	73
41	30	25	41	58	39	27	22
43	14	29	36	27	47	50	35
116	65	118	130	67	96	151	101
376	204	307	307	293	321	391	257
376	204	307	307	293	321	391	257
376	204	307	307	293	321	391	257
52	26	65	71	40	52	72	44
27	28	75	69	29	40	86	78
27	28	75	69	29	40	86	78
43	21	25	35	37	64	32	22
29	11	41	45	21	43	57	37
32	27	62	42	51	45	51	53
50	28	47	49	67	71	46	43
60	33	58	66	48	75	71	79
60	33	58	66	48	75	71	79
154	114	183	190	135	158	214	203
154	114	183	190	135	158	214	203
154	114	183	190	135	158	214	203
119	85	122	151	99	125	166	145
119	85	122	151	99	125	166	145
138	91	132	169	112	136	176	161
26	7	23	30	28	30	24	20
32	12	36	23	22	35	37	34
52	26	56	54	22	50	52	25
89	42	96	89	56	60	83	58
46	31	40	47	29	39	57	32
48	15	36	28	51	24	45	40
48	15	36	28	51	24	45	40
49	22	36	30	56	27	46	42
119	60	113	112	99	75	125	131
119	60	113	112	99	75	125	131
119	60	113	112	99	75	125	131
119	60	113	112	99	75	125	131
169	84	155	166	143	125	184	199
41	33	51	67	50	45	60	50
75	42	44	54	44	70	68	54
38	43	44	69	67	54	64	54
30	29	25	32	36	18	45	26
45	18	41	42	46	28	38	34
71	18	57	45	40	36	48	19
71	18	57	45	40	36	48	19
34	26	30	45	57	42	44	27
32	25	38	36	57	36	49	42
42	28	39	48	53	66	83	45
38	25	36	43	52	66	82	40
31	22	35	29	16	23	41	32
31	22	35	29	16	23	41	32
23	10	10	27	14	20	32	20
21	12	37	22	39	18	38	31
26	19	31	47	33	54	45	43
26	19	31	47	33	54	45	43
2404	1564	2441	2513	2543	2573	2891	2269
1234	595	1108	1272	946	1249	1435	1099
1450	720	1315	1801	996	1617	2114	1642
36	28	24	34	29	37	39	33
89	57	70	99	75	86	95	90
67	39	49	74	63	69	79	76
104	68	91	119	104	111	125	117
83	44	60	83	73	80	85	83
106	73	94	122	109	114	132	122
116	90	105	128	114	123	135	129
27	6	21	17	24	47	34	28
27	6	21	17	24	47	34	28
40	16	59	35	32	68	55	28
28	20	37	33	29	27	35	32
33	22	32	37	32	46	28	48
33	22	32	37	32	46	28	48
18	3	25	33	36	16	25	29
36	30	46	26	64	46	65	42
36	30	46	26	67	46	65	43
36	30	46	26	65	46	65	43
36	30	46	26	65	46	65	43
96	51	107	98	120	99	122	107
111	53	48	52	90	96	69	54
78	40	61	53	68	68	75	56
55	47	51	72	59	68	56	53
55	47	51	72	59	68	56	53
60	26	49	57	42	63	51	48
61	24	58	57	47	59	58	51
70	35	69	68	101	91	75	65
60	23	25	47	23	44	33	38
47	32	74	58	36	62	90	43
33	12	14	34	20	22	35	22
23	23	23	39	30	41	37	30
21	16	23	37	24	38	33	29
21	16	23	37	22	38	32	29
21	16	23	37	22	38	32	29
64	43	52	59	30	64	83	63
75	36	68	64	51	70	79	62
19	8	16	20	24	27	44	13
81	50	71	88	116	88	124	123
52958	31540	34977	45922	48260	48392	47621	46172
52958	31540	34977	45922	48260	48392	47621	46172
52958	31540	34977	45922	48260	48392	47621	46172
36	16	21	21	43	44	37	28
73	52	65	73	82	86	68	80
25	15	15	37	20	21	33	35
25	15	15	37	20	21	33	35
56	23	49	44	59	79	76	70
45	19	35	38	22	25	46	37
39	32	47	44	33	38	66	45
54	30	44	52	28	52	58	53
87	60	67	72	73	78	83	86
30	30	42	32	57	34	48	41
56	32	57	47	57	59	60	66
128	143	131	158	132	171	107	132
54	19	41	34	32	40	57	30
67	24	66	66	54	75	80	39
16	19	14	24	39	24	56	34
18	21	18	28	42	30	57	35
29	14	25	31	39	26	60	39
29	14	25	31	39	26	60	39
29	14	25	31	39	26	60	39
34	13	25	30	60	36	74	56
64	25	44	52	55	70	57	54
64	25	44	52	55	70	57	54
112	100	147	100	149	121	117	111
42	32	51	47	62	45	45	51
4	7	12	8	19	11	24	20
43	26	36	36	42	47	25	35
25	15	47	37	15	41	34	42
25	15	47	37	15	41	34	42
25	15	47	37	15	41	34	42
32	11	21	35	18	42	38	16
56	15	46	45	35	70	69	33
56	15	46	45	35	70	69	33
56	15	46	45	35	70	69	33
67	40	66	86	59	61	64	60
40	31	37	39	32	36	61	49
31	29	45	33	38	54	49	30
56	39	55	51	55	52	64	48
18	2	18	28	17	33	34	31
41	30	54	79	56	59	53	63
55	26	49	59	39	70	57	44
66	31	53	67	51	57	64	42
48	32	38	63	54	59	63	40
48	31	35	56	52	57	63	38
48	27	33	56	52	54	63	38
47	34	60	69	60	65	102	44
34	27	31	31	31	44	58	45
35	27	31	31	31	44	58	45
35	27	31	31	31	44	58	45
126	106	162	151	127	115	165	194
126	106	162	151	127	115	165	194
126	106	162	151	127	115	165	194
31	48	44	39	46	55	55	35
65	28	48	57	24	51	65	46
22	15	32	34	29	38	38	36
74	36	80	57	66	85	84	65
40	17	39	56	53	48	55	39
57	50	53	54	73	46	78	74
25	12	17	28	14	43	31	40
26	12	31	38	32	21	38	41
26	12	31	38	32	21	38	41
23	12	29	37	15	20	45	28
23	12	29	37	15	20	45	28
44	24	47	43	37	52	57	44
46	32	57	64	38	74	60	44
45	25	30	55	30	44	60	50
37	24	41	44	45	53	62	38
57	38	38	48	29	66	77	56
50	17	37	37	42	54	54	34
52	31	49	42	42	49	55	62
35	21	36	37	29	28	49	32
29	19	25	36	16	35	17	26
50	36	48	64	58	72	50	54
36	17	19	31	24	25	34	30
43	52	87	33	47	108	96	36
51	38	51	39	52	59	62	43
51	38	51	39	52	59	62	43
38	26	38	56	35	52	67	54
56	32	76	77	60	62	69	56
56	32	76	77	60	62	69	56
44	33	57	42	42	51	44	58
30	33	48	51	47	58	49	67
30	33	48	51	47	58	49	67
30	33	48	51	47	58	49	67
30	33	48	51	47	58	49	67
33	26	28	34	40	38	31	39
60	31	58	66	69	55	62	45
66	32	60	69	53	62	88	57
28	27	25	31	33	40	32	58
87	56	70	76	43	62	82	74
43	48	23	44	55	59	73	62
43	38	44	50	42	46	49	48
91	46	91	97	99	71	85	66
61	39	52	61	57	60	49	42
34	13	39	52	47	47	50	45
30	23	49	41	46	55	56	49
28	22	43	36	41	51	51	46
28	22	43	36	41	51	51	46
28	22	43	36	41	51	51	46
26	11	38	39	32	29	29	20
32	22	53	41	42	41	40	25
34	12	24	35	21	31	37	18
34	12	24	35	21	31	37	18
39	37	38	61	73	50	57	53
74	55	71	83	30	63	75	67
10	3	3	12	10	4	5	7
25	16	35	36	30	25	56	41
29	21	41	46	31	30	66	51
29	21	41	46	31	30	66	51
28	18	40	52	27	42	38	32
29	12	19	28	27	24	51	25
19	1	26	16	5	25	28	16
19	12	19	47	18	35	42	31
36	22	40	46	20	43	51	32
37	25	44	52	44	45	49	57
38	25	56	61	66	45	60	68
39	22	51	44	39	48	53	62
69	23	62	66	49	42	79	53
73	38	54	56	31	55	64	49
27	24	28	38	26	39	48	33
45	22	34	58	40	53	73	68
29	4	19	33	11	21	58	34
26	16	19	36	10	29	19	21
21	19	23	23	31	19	39	28
53	15	33	52	39	47	65	66
28	13	43	51	38	48	40	39
78	29	48	62	39	52	78	58
29	34	41	43	51	48	51	47
43	21	28	32	34	48	30	31
48	27	48	42	42	47	63	46
48	27	48	42	42	47	63	46
58	41	65	64	64	72	102	49
41	19	31	57	35	41	45	32
60	32	24	47	30	36	50	41
82	42	54	57	63	69	77	80
32	24	25	27	28	26	48	20
60	9	40	56	24	38	68	53
42	33	48	38	51	37	58	53
42	33	48	38	51	37	58	53
40	36	48	49	44	54	63	39
41	36	48	51	45	54	64	39
105	55	69	59	102	91	71	97
65	33	77	69	74	60	78	63
35	22	48	77	26	46	37	74
51	37	52	47	73	65	48	43
51	37	52	47	73	65	48	43
51	37	52	47	73	65	48	43
59	17	54	66	43	71	65	62
77	37	58	69	64	64	77	58
63	44	87	81	77	93	80	58
23	12	19	30	11	32	37	30
81	41	71	61	51	67	65	57
81	41	71	61	51	67	65	57
66	32	46	71	29	41	57	35
28	39	41	32	37	52	43	33
13	20	30	35	36	41	30	31
13	20	30	35	36	41	30	31
84	51	85	88	73	65	86	48
24	34	23	29	27	29	27	38
48	33	32	48	43	50	67	64
24	21	27	40	31	40	40	28
34	23	26	52	21	23	31	29
62	43	53	67	48	56	56	50
38	17	28	19	36	36	36	43
32	27	32	28	27	40	39	39
46	17	35	46	29	34	41	33
51	40	55	56	58	61	79	29
72	23	61	64	54	52	62	41
72	23	61	64	51	52	62	41
72	23	61	64	51	52	62	41
50	37	51	63	83	61	74	59
13	9	6	9	6	11	8	18
33	31	42	61	51	44	52	64
52	19	46	56	39	37	60	55
52	19	46	56	39	37	60	55
53	20	36	37	51	49	51	40
36	13	45	37	17	34	40	36
15	11	21	18	28	8	19	22
15	10	21	18	28	8	19	22
32	12	32	49	16	43	53	49
52	35	56	62	50	64	77	76
80	50	97	105	78	100	107	104
80	50	97	105	78	100	107	104
83	46	92	106	76	96	101	99
183	101	128	165	138	157	166	157
127	74	135	131	115	128	119	135
222	118	184	211	189	169	216	231
133	52	102	121	132	91	121	113
15	6	14	17	17	16	15	6
21	18	23	30	11	12	19	16
317	165	270	311	275	235	226	260
88	73	77	110	101	76	96	68
91	74	80	113	105	80	101	71
116	60	109	109	84	79	84	69
116	60	109	109	84	79	84	69
236	129	169	234	190	158	184	189
236	129	169	234	190	158	184	189
200	111	171	170	189	152	136	177
170	74	123	158	138	114	124	112
89	41	67	80	69	56	61	64
89	41	67	80	69	56	61	64
84	64	89	82	82	59	67	57
105	55	96	125	124	73	62	98
52	37	53	80	40	29	67	65
52	37	53	80	40	29	67	65
52	37	53	80	40	29	67	65
66	51	60	91	79	55	52	77
214	117	182	190	200	166	140	178
64	35	57	75	50	67	51	60
26	34	46	27	39	43	52	31
138	109	186	140	151	146	209	164
91	70	112	85	96	98	139	102
126	96	154	132	140	135	179	149
91	70	112	85	96	98	139	102
91	70	112	85	96	98	139	102
183	147	228	205	204	194	266	213
159	111	151	153	191	147	120	150
16	12	25	46	15	25	9	24
50	18	45	46	35	32	42	50
92	46	41	55	76	93	61	57
88	45	39	49	65	84	50	56
92	46	41	53	69	87	55	58
105	54	44	68	76	103	65	74
118	61	133	126	120	111	93	143
14	15	19	8	12	10	13	19
5	4	6	7	9	1	10	6
108	71	74	130	122	106	102	134
244	112	216	233	191	194	180	202
244	112	216	233	191	194	180	202
214	127	173	227	228	157	167	167
155	66	98	147	148	128	97	117
178	124	177	246	215	208	167	231
632	428	610	636	721	568	542	589
632	428	610	636	721	568	542	589
632	428	610	636	721	568	542	589
241	124	207	230	220	203	164	191
76	46	68	75	72	39	53	72
76	46	68	75	72	39	53	72
152	90	135	155	156	101	142	128
114	105	114	144	147	84	124	112
149	63	136	145	133	102	128	112
149	63	136	145	133	102	128	112
138	55	67	111	89	124	109	93
37	19	31	53	40	47	38	54
42	32	68	52	44	51	45	46
42	32	68	52	44	51	45	46
19	9	30	38	21	19	45	17
13	6	17	17	9	23	13	11
65	42	42	61	56	62	59	50
83	56	97	97	85	112	96	86
116	51	81	107	75	94	82	88
87	49	87	90	102	84	126	79
59	32	81	69	65	70	83	47
36	19	46	33	18	44	33	40
41	20	50	36	23	52	36	40
48	30	41	54	51	50	53	50
35	28	47	55	33	45	70	36
8	11	15	24	16	24	30	27
66	32	49	46	69	71	83	66
42	21	34	34	43	31	45	57
37	13	29	24	26	27	47	31
968	496	792	784	953	790	696	783
48	32	32	47	36	33	49	31
61	36	52	54	47	55	38	40
133	77	98	148	131	116	102	129
18	14	15	19	26	28	18	18
39	32	36	31	42	50	40	33
43	41	36	42	52	56	37	59
3579	2321	3247	3769	3709	3744	3387	3688
605	395	457	657	651	629	577	649
605	395	457	657	651	629	577	649
605	395	457	657	651	629	577	649
449	299	331	494	488	471	421	491
449	299	331	494	488	471	421	491
660	434	516	695	715	683	610	679
137	104	134	126	137	134	121	133
68	36	42	60	55	36	46	41
180	108	141	152	170	172	138	173
73	44	64	89	96	65	39	49
17	15	4	33	14	25	41	25
75	59	63	74	118	50	84	104
33	29	46	52	53	58	76	67
107	72	78	106	95	80	75	75
36	16	32	31	29	34	31	16
79	43	52	61	59	64	47	57
79	30	44	69	71	65	44	50
27	6	16	22	22	19	26	17
6	4	9	14	6	9	9	18
631	456	549	582	624	574	544	579
631	456	549	582	624	574	544	579
631	456	549	582	624	574	544	579
547	375	448	499	515	475	456	490
631	456	549	582	624	574	544	579
35	30	36	39	24	27	24	35
24	27	33	36	56	38	25	27
24	27	33	36	53	38	24	27
37	19	21	26	47	39	24	33
44	32	31	40	19	53	68	44
44	32	31	40	19	53	68	44
32	18	24	21	27	22	24	30
3	3	5	5	12	5	5	8
3	3	5	5	12	5	5	8
77	26	77	60	92	62	88	82
48	26	33	48	35	33	29	42
48	26	33	48	35	33	29	42
35	21	16	38	20	31	28	37
23	18	19	34	33	23	10	18
44	20	36	34	40	27	20	39
44	20	36	34	40	27	20	39
44	20	36	34	40	27	20	39
4	4	12	12	12	7	12	12
42	14	32	52	46	44	48	39
54	23	38	64	54	48	38	55
50	23	33	62	54	45	38	55
45	33	29	62	60	48	40	58
35	39	35	45	68	52	40	56
16	9	15	21	20	10	9	9
34	12	30	26	17	23	33	46
26	8	21	23	15	20	21	28
26	8	21	23	15	20	21	28
11	9	8	15	14	13	10	14
28	7	32	13	25	17	11	17
53	32	35	48	52	41	39	35
55	27	51	69	82	52	108	85
49	21	41	53	80	47	108	85
62	28	53	72	97	57	129	97
56	27	53	69	95	57	124	97
3	2	4	3	2	2	1	1
274	100	202	252	164	245	220	243
76	65	78	127	139	91	149	212
247	78	186	265	186	212	234	241
352	171	245	367	357	277	300	306
34	12	13	23	7	16	17	13
327	272	276	478	554	367	525	568
327	272	276	478	554	367	525	568
224	128	199	265	298	231	261	275
160	86	125	149	182	143	136	128
94	81	78	58	128	128	74	100
113	59	82	101	99	106	89	113
216	102	147	185	147	179	147	147
195	99	142	170	148	174	144	149
986	874	902	1067	1424	1079	1083	1058
349	197	302	356	310	315	257	333
39	19	17	45	42	24	25	43
65	41	62	77	107	68	98	84
65	41	62	77	107	68	98	84
69	50	74	89	125	82	108	109
39	51	31	67	44	46	50	36
26	34	30	26	40	29	40	33
21	12	16	23	25	18	24	15
88	34	64	75	37	67	106	73
8	0	7	11	3	8	4	3
28	22	22	13	25	22	20	23
0	0	0	0	0	0	0	3
45	63	83	107	77	87	99	87
46	20	26	47	29	36	41	49
46	20	26	47	29	36	41	49
98	72	105	137	128	87	82	110
98	72	105	137	128	87	82	110
40	25	47	46	43	36	37	41
40	25	47	46	43	36	37	41
118	50	65	95	72	108	100	103
118	50	65	92	72	108	100	103
61	24	31	49	32	46	47	52
137	52	70	92	80	114	101	107
25	9	21	23	16	11	20	27
24	13	16	40	25	36	31	34
16	13	17	21	12	16	12	18
29	15	19	36	16	27	41	34
109	66	92	105	173	115	146	161
102	62	91	99	162	105	141	156
88	47	80	101	139	90	124	130
88	47	80	101	139	90	124	130
29	12	22	38	56	19	25	33
29	12	22	38	56	19	25	33
29	12	22	38	56	19	25	33
29	12	22	38	56	19	25	33
34	25	23	35	46	58	33	38
28	23	25	38	47	60	32	40
51	31	78	48	56	45	53	67
46	33	30	27	29	41	33	41
46	33	30	27	29	41	33	41
45	15	32	47	46	41	40	37
45	15	32	47	46	41	40	37
