BD-10-head	BD-9-head	KD-8-head	KD-6-head	BD-10-tumor	BD-09-tumor	KD-8-tumor	KD-6-tumor
52	22	36	56	17	29	44	30
52	18	36	55	15	28	43	30
35	25	38	46	40	41	50	51
108	79	98	130	118	114	134	116
154	95	112	136	137	143	158	114
146	93	127	162	114	123	132	139
146	93	127	162	114	123	132	139
106	85	93	129	118	104	118	72
166	110	125	151	140	115	144	130
71	20	48	63	62	57	79	49
117	68	108	87	81	109	116	113
119	71	126	105	119	126	145	107
64	35	55	93	61	70	111	71
64	33	55	93	61	70	109	71
15	16	8	65	7	16	12	33
51	29	52	57	58	57	58	33
68	49	76	73	85	71	116	50
30	5	27	52	22	22	33	49
30	5	27	52	22	22	33	49
134	73	123	76	158	122	137	58
105	56	88	117	112	99	96	81
27	12	29	47	33	17	38	27
27	12	29	47	33	17	38	27
27	12	29	47	33	17	38	27
27	12	29	47	33	17	38	27
2	5	14	16	8	10	9	12
110	68	116	109	94	106	103	74
135	84	123	130	103	132	119	83
143	68	123	133	141	144	142	124
135	59	100	118	82	141	105	94
89	54	73	90	81	85	96	63
116	80	122	69	112	106	117	65
75	73	87	100	90	83	131	124
344	227	366	321	334	359	429	308
194	97	199	174	166	177	164	128
137	92	128	116	114	104	167	124
74	50	67	34	79	55	90	48
13	2	21	1	9	17	29	1
15	13	17	0	8	23	40	0
62	42	59	94	58	61	80	88
109	60	103	101	132	109	117	101
139	84	141	195	133	130	138	164
174	103	196	226	186	165	173	215
34	8	32	48	16	20	37	46
34	10	32	48	16	20	37	46
34	10	33	48	18	20	37	46
34	10	33	48	18	20	37	46
121	70	114	96	114	107	120	81
83	49	86	48	89	101	105	43
80	48	82	48	88	100	104	40
80	48	82	48	88	100	104	40
6	7	2	20	12	10	6	24
52	30	31	72	33	35	53	86
107	81	106	98	77	90	99	86
114	83	120	153	101	125	85	115
18	10	26	8	26	17	22	14
13	4	13	0	16	12	19	0
111	108	154	102	112	124	181	102
28	20	34	39	38	29	50	45
33	20	34	42	38	31	50	45
37	22	36	50	38	41	51	49
36	20	34	49	38	41	50	45
90	39	71	103	56	90	53	60
65	47	49	76	49	68	109	54
99	73	88	119	124	127	132	111
115	80	118	88	85	102	145	109
162	100	167	177	177	157	163	171
89	43	54	44	69	65	75	43
88	68	99	89	82	119	115	83
28	20	27	58	36	49	53	37
59	41	52	96	99	66	62	62
100	81	100	104	102	103	113	88
92	37	67	56	54	79	93	57
110	61	91	126	85	96	86	90
150	56	150	162	113	133	183	129
148	57	149	170	120	132	181	126
352	178	266	296	288	262	278	267
55	49	55	58	53	81	81	44
85	54	103	97	80	94	100	82
51	43	62	56	41	58	73	54
37	46	38	83	56	60	88	71
58	52	58	79	39	78	102	57
14	22	25	22	49	32	44	37
19	6	22	29	14	12	21	27
105	48	88	135	77	93	84	84
123	58	61	122	89	96	103	84
87	67	108	157	101	89	151	80
100	33	85	97	78	105	126	93
72	60	69	67	61	61	100	67
69	27	56	36	44	42	76	41
26	14	27	37	23	25	31	35
53	34	42	62	61	38	65	59
108	60	96	100	77	111	111	107
135	54	100	133	88	129	126	122
143	73	86	161	91	112	123	92
104	75	94	88	97	120	116	85
104	54	78	99	91	124	109	101
34	7	20	53	20	42	42	54
86	65	81	100	42	83	122	60
103	52	127	104	133	120	147	106
99	61	109	148	76	71	116	114
31	58	49	56	39	62	69	57
58	66	57	83	64	77	81	50
55	35	83	92	63	88	119	99
143	67	111	109	169	121	149	115
51	27	31	54	53	50	71	63
51	27	31	54	53	50	71	62
58	29	34	59	56	54	77	62
47	25	23	43	37	68	42	42
92	94	81	90	111	114	104	108
75	32	56	95	44	71	75	91
65	73	85	86	64	100	99	97
151	94	153	183	156	157	132	152
9	11	21	12	12	16	24	17
114	78	80	120	53	118	95	91
102	60	88	97	93	111	121	110
111	38	88	106	54	113	129	113
111	38	88	106	54	113	129	113
56	34	48	84	40	77	79	72
97	32	69	74	61	84	62	62
85	35	55	72	45	84	54	67
85	35	57	79	45	86	63	69
163	97	129	122	130	135	133	149
425	277	344	377	437	406	354	346
421	276	343	375	434	402	351	346
414	260	329	317	374	410	377	351
398	241	302	294	344	385	366	329
295	119	175	245	225	242	269	222
350	152	238	272	252	350	287	283
167	104	103	144	145	197	168	161
202	177	136	179	187	228	192	163
229	86	187	223	157	133	248	196
126	66	94	157	86	119	120	109
79	61	50	93	46	79	88	66
79	61	50	93	46	79	85	66
340	238	249	270	330	277	328	268
124	75	97	140	108	129	129	106
65	47	63	96	82	63	65	64
44	28	33	20	27	21	16	21
60	29	60	62	59	50	84	48
42	10	23	32	25	28	39	27
366	195	333	186	460	291	522	147
46	26	42	75	33	45	56	47
10	4	9	6	13	0	10	6
22	6	27	14	3	12	15	10
55	25	30	53	33	45	50	59
156	53	92	106	92	128	148	66
211	125	187	149	192	236	226	115
63	24	75	75	55	56	67	52
80	48	73	86	87	83	91	69
80	38	67	110	50	92	95	82
90	44	66	68	64	74	88	71
66	63	77	75	60	109	80	62
49	24	44	43	28	57	58	42
99	54	55	93	93	116	124	84
65	37	43	76	35	58	109	79
65	37	43	76	35	58	109	79
69	46	44	71	71	94	103	83
26	30	38	77	28	60	33	53
86	50	73	72	81	105	99	101
46	16	29	59	21	35	30	31
46	16	29	59	21	35	30	31
155	65	124	130	65	143	120	122
111	68	135	107	117	90	155	105
88	47	85	109	64	112	116	96
87	53	57	88	69	77	92	87
99	66	96	107	96	95	104	68
18	9	17	15	19	14	24	24
93	18	60	77	50	60	93	60
77	84	116	85	108	74	123	94
77	84	116	85	108	74	123	94
77	84	116	85	108	74	123	94
88	78	89	134	78	150	125	93
80	44	81	57	111	91	98	59
80	44	81	57	111	91	98	59
72	50	76	83	61	96	89	74
113	90	141	125	119	145	150	154
76	70	54	116	50	79	85	102
75	9	37	52	48	54	56	34
142	112	120	126	125	156	180	101
92	39	92	89	65	109	89	103
100	64	93	108	125	105	100	86
72	68	82	69	88	77	82	89
141	77	137	179	138	126	143	134
110	80	108	113	127	105	92	72
117	57	85	107	65	116	108	73
101	85	124	134	138	116	139	146
44	22	41	50	16	43	47	69
40	19	46	40	27	53	65	45
77	57	116	111	134	97	102	83
129	75	114	150	94	132	135	98
129	75	114	150	94	132	135	98
140	68	132	127	117	169	161	115
28	20	29	44	40	22	55	42
39	19	68	76	39	81	87	70
77	47	85	83	69	65	98	71
90	79	80	102	64	95	94	74
89	41	75	68	95	82	86	103
92	71	122	104	90	115	95	90
85	29	61	79	53	66	92	57
113	57	104	100	73	106	137	71
76	50	68	123	81	97	88	90
64	45	78	86	52	96	101	90
25	17	48	43	24	39	66	29
35	16	74	53	34	49	89	34
52	13	52	76	37	51	68	89
79	25	95	107	68	93	112	90
69	55	68	85	83	77	97	60
36	44	51	74	57	54	53	47
115	66	73	82	67	111	94	79
73	43	68	98	47	62	89	60
86	50	45	78	52	82	74	65
99	41	59	96	81	101	108	97
72	53	81	97	62	82	126	70
61	29	80	70	50	56	127	52
127	107	129	156	145	116	126	142
54	51	52	53	61	94	70	64
89	41	79	76	69	75	106	70
76	22	77	58	41	92	98	59
82	64	92	100	49	84	122	56
87	68	94	100	96	137	110	94
65	34	36	77	63	71	94	69
83	57	113	85	79	106	109	103
69	65	75	86	80	93	78	58
131	72	127	129	147	109	116	77
108	48	125	161	86	105	119	101
76	27	51	68	46	74	87	61
38	33	32	39	65	45	48	49
45	33	35	39	67	46	48	49
128	75	86	71	88	112	86	73
118	74	82	108	115	102	136	99
118	74	82	108	115	102	136	99
99	47	99	104	55	108	93	104
110	45	84	65	63	96	86	62
149	64	128	91	102	136	135	83
61	43	52	77	61	62	77	96
88	37	85	91	102	107	109	87
124	52	82	144	137	90	93	113
108	63	124	126	92	90	114	100
152	101	144	130	168	192	152	127
99	34	48	104	80	65	64	77
80	57	90	94	106	100	114	108
123	64	105	115	135	156	125	124
84	64	83	101	59	88	125	66
111	72	136	121	81	134	169	85
93	30	47	79	33	59	68	86
51	33	32	67	56	77	66	54
104	60	113	102	90	120	129	115
59	43	43	73	76	46	51	48
78	64	72	142	74	70	105	93
33	24	31	45	44	45	76	43
33	26	33	46	45	45	78	47
33	24	33	46	45	45	78	48
41	31	52	57	65	70	95	72
17	12	21	37	27	28	34	39
91	64	109	96	64	112	141	82
142	88	111	98	96	94	109	99
94	55	78	107	117	113	102	83
99	78	91	111	129	110	150	105
68	51	67	99	51	67	82	89
102	55	112	122	91	106	135	119
94	62	96	96	98	101	150	88
0	19	33	0	0	42	47	0
115	86	162	116	118	154	186	118
120	87	174	120	122	166	191	134
115	92	162	123	124	154	191	118
115	93	162	132	127	154	199	118
115	93	162	132	127	154	199	118
104	56	90	91	66	82	124	81
69	34	74	83	50	84	87	71
69	34	74	83	50	83	87	70
110	38	90	101	88	66	122	113
80	39	57	88	97	93	110	106
113	78	95	135	107	94	122	110
145	65	99	150	102	125	156	137
49	19	34	50	28	52	69	55
133	74	120	117	87	126	88	118
72	32	48	73	43	58	85	61
81	92	83	111	66	95	93	68
106	67	81	94	107	88	124	102
101	75	88	98	110	103	123	99
117	76	112	119	124	119	118	108
118	59	109	110	108	105	144	98
44	19	39	60	40	50	58	52
101	37	110	107	65	115	131	107
70	40	72	74	60	81	83	92
42	29	49	44	48	56	55	60
38	27	43	39	34	51	45	53
94	27	68	79	55	74	90	66
70	45	93	88	50	101	97	89
100	36	56	78	42	71	84	85
97	65	80	79	92	103	135	96
47	24	67	61	52	38	73	48
74	51	66	86	57	66	96	58
107	59	110	97	109	111	129	119
81	40	80	78	95	89	93	59
79	44	81	93	58	73	107	103
57	27	34	46	43	49	71	41
108	75	103	87	110	118	103	79
97	71	121	108	95	102	115	82
71	49	56	109	74	67	87	91
114	84	99	164	129	107	138	140
114	84	99	164	129	107	138	140
114	84	99	164	129	107	138	140
89	43	76	97	74	110	103	93
48	18	41	63	21	43	59	39
55	36	42	57	50	57	78	45
113	52	125	110	92	107	125	117
127	72	131	130	136	124	157	123
120	68	67	132	115	144	110	101
122	51	102	115	84	98	102	102
106	72	110	81	106	120	130	83
140	83	116	140	160	134	146	106
96	59	94	99	95	111	111	90
86	61	96	77	98	86	104	92
124	69	92	142	111	124	113	125
79	43	57	102	47	80	101	48
57	55	76	63	58	82	83	70
57	55	76	63	58	82	83	70
57	55	76	63	58	82	83	70
47	52	50	60	58	51	70	48
45	52	49	60	57	51	69	47
41	49	48	57	55	51	65	44
47	52	50	60	58	51	70	48
41	49	48	57	55	51	65	44
45	52	49	60	57	51	69	47
58	55	66	99	65	90	95	82
64	26	56	61	41	54	82	48
98	74	109	86	75	102	83	81
71	38	51	65	43	72	88	63
86	77	103	140	62	106	124	88
86	77	103	140	62	106	124	88
89	60	125	78	98	111	116	96
136	51	100	132	76	116	111	94
27	8	27	46	10	19	36	28
48	33	55	60	20	62	60	69
103	46	84	94	73	96	118	71
60	32	54	52	39	52	65	47
133	88	117	178	139	173	210	170
133	88	117	178	139	173	210	170
133	88	117	178	139	173	210	170
107	51	66	118	93	130	175	156
210	130	172	251	195	256	322	266
185	102	150	211	168	213	277	246
177	98	147	205	162	208	274	241
101	99	99	83	86	87	121	95
62	20	40	50	52	41	65	47
154	62	94	110	73	141	92	83
48	11	65	68	42	63	58	48
109	60	101	114	93	108	123	102
109	60	101	114	93	108	123	102
109	60	101	114	93	108	123	102
92	66	83	101	79	80	92	99
55	33	58	63	39	89	50	71
85	35	68	88	77	75	67	64
114	79	113	127	102	106	148	81
84	27	58	103	48	94	102	59
114	67	114	136	85	136	138	113
116	75	98	120	95	115	107	101
101	67	135	148	96	122	145	104
108	65	121	106	132	124	115	144
76	31	75	98	94	85	95	66
94	55	82	84	73	86	134	57
94	55	82	84	73	86	134	57
154	93	112	106	106	118	149	99
63	33	57	75	45	75	91	66
97	90	93	96	96	105	106	91
120	79	96	74	89	127	101	67
80	50	91	71	86	88	115	80
80	50	91	71	86	88	115	80
107	84	126	151	88	127	138	112
94	88	109	131	105	113	135	104
102	50	96	118	77	114	170	117
66	33	64	82	48	73	84	56
49	33	54	59	39	68	54	67
80	62	52	69	44	97	81	69
75	47	59	72	67	67	89	50
48	25	56	37	37	67	86	60
33	27	48	68	50	64	59	57
33	27	48	68	50	64	59	57
33	27	48	68	50	64	59	57
61	40	77	72	69	66	77	71
61	40	77	72	69	66	77	71
61	40	77	72	69	66	77	71
78	55	97	85	86	97	95	106
109	71	124	109	114	122	132	119
81	38	81	94	66	104	92	49
106	72	109	117	80	120	117	93
82	90	99	111	87	106	96	81
108	47	89	118	97	96	85	88
49	32	62	33	39	66	52	56
75	37	87	66	48	102	85	61
70	35	59	74	34	49	88	58
100	55	80	93	94	70	89	86
132	73	108	121	95	110	101	95
89	63	101	118	93	109	119	107
86	64	86	97	81	103	97	73
72	65	90	87	67	84	77	90
72	65	90	87	67	84	77	90
87	66	100	102	95	110	117	89
61	44	82	86	59	80	109	54
99	60	85	98	55	93	81	86
101	69	81	89	97	64	123	87
74	54	86	93	86	70	102	93
92	56	75	96	76	133	93	69
103	66	83	123	99	112	141	98
106	55	117	109	105	104	135	84
28	23	45	55	45	31	47	67
34	22	49	53	55	33	56	71
28	16	41	47	47	30	51	63
28	17	42	48	49	30	52	66
98	57	104	80	94	75	76	75
126	82	114	106	100	109	161	89
97	54	113	87	65	78	125	116
98	39	69	62	47	73	89	75
58	33	63	73	32	73	76	56
124	51	74	129	82	108	133	104
255	155	254	245	214	235	280	203
83	48	94	113	111	88	117	111
45	23	36	46	32	49	47	55
111	66	92	107	78	86	111	91
70	82	98	90	73	78	87	88
202	217	254	245	193	219	320	261
202	217	254	245	193	219	320	261
42	40	49	53	37	53	58	52
283	272	334	358	273	297	437	360
258	245	306	331	248	272	404	326
283	272	334	358	273	297	437	360
95	56	82	96	70	124	93	85
864	570	686	906	1377	894	1097	1179
597	412	491	602	915	579	759	759
597	412	491	602	915	579	759	759
501	340	405	468	728	472	616	600
597	412	491	602	915	579	759	759
70	42	105	96	70	97	121	74
122	79	89	99	95	104	146	102
97	57	84	96	69	101	98	69
72	64	68	80	80	80	85	73
80	52	84	74	83	86	100	76
118	66	96	121	73	107	97	82
79	46	95	116	101	115	99	115
44	29	51	77	48	72	67	59
76	28	60	73	63	66	80	70
91	38	80	89	66	95	108	70
71	35	78	84	48	78	87	62
138	77	86	137	75	141	147	119
59	23	72	72	32	67	63	65
90	31	76	94	76	94	130	80
91	31	79	97	71	98	138	80
130	41	73	104	80	77	83	85
63	61	107	88	77	84	79	95
76	37	90	96	44	71	66	81
73	37	87	96	40	70	66	77
108	71	100	93	92	94	127	93
113	82	81	109	80	110	122	84
44	30	40	80	40	60	73	63
20	22	38	59	19	30	49	48
129	53	94	117	91	100	107	111
79	41	69	67	36	75	116	69
79	41	69	67	36	75	116	69
79	41	68	62	36	75	116	67
156	87	147	157	124	141	144	147
94	47	81	89	59	86	111	99
96	61	103	112	97	101	120	98
125	67	131	89	92	130	140	94
67	35	60	64	62	53	89	52
85	49	94	87	90	97	109	78
90	34	75	85	78	88	89	65
83	59	68	134	80	95	110	89
87	67	94	88	114	104	90	72
104	53	78	80	65	102	132	93
139	94	68	113	98	134	135	77
104	63	93	74	101	120	101	89
130	60	89	116	102	129	146	86
120	82	108	125	123	105	147	109
81	41	107	113	60	86	109	72
83	68	101	118	83	100	144	99
83	68	101	118	83	100	144	99
67	43	53	82	88	70	104	67
62	29	50	70	51	84	105	65
76	47	101	83	59	83	107	87
109	78	76	84	84	97	116	99
91	74	81	69	84	87	95	80
113	66	89	98	78	83	87	92
106	76	81	92	116	112	113	134
81	37	54	72	55	73	88	71
99	43	144	151	105	126	148	150
48	26	101	98	71	51	133	122
91	93	91	89	92	136	85	99
188	88	186	217	127	166	180	198
191	91	189	221	132	168	187	209
191	91	189	221	132	168	187	209
239	106	241	252	225	211	197	220
485	477	734	611	891	620	673	799
150	121	159	148	168	147	157	145
102	40	85	98	53	70	81	74
67	50	76	56	65	52	42	53
106	67	94	77	88	74	83	74
106	67	94	77	88	74	83	74
149	97	141	116	123	108	116	114
602	328	739	616	623	567	578	673
135	67	114	122	134	85	115	96
173	97	166	141	167	115	142	139
100	89	98	87	99	106	99	140
100	89	98	87	99	106	99	140
100	42	113	84	95	87	119	125
81	51	68	128	49	71	104	82
78	85	118	120	124	117	117	111
114	54	77	85	98	109	133	88
57	28	51	61	59	80	82	86
71	63	83	83	79	96	88	86
71	63	83	83	79	96	88	86
95	49	47	100	62	70	89	83
80	44	88	83	99	102	110	93
80	44	88	83	99	102	110	93
17	9	10	20	13	28	24	28
10	10	9	12	16	14	11	10
66	51	55	74	73	75	53	54
84	71	73	92	74	87	98	80
58	24	59	70	52	69	116	74
58	24	59	70	52	69	116	74
58	24	59	70	52	69	116	74
73	48	61	83	59	80	81	92
109	33	67	83	58	109	71	100
109	33	67	83	58	109	71	100
64	39	40	60	47	54	63	71
35	26	25	51	49	40	57	54
99	53	62	87	103	112	92	109
95	68	89	97	116	138	98	85
95	68	89	97	116	138	98	85
52	26	41	39	48	55	76	55
90	49	100	105	85	116	115	89
63	21	29	64	30	51	61	39
83	35	101	77	80	97	94	68
104	47	88	99	90	95	130	93
87	78	84	104	80	80	62	84
87	69	82	104	80	79	62	77
87	69	82	104	80	79	62	77
87	69	82	104	80	79	62	77
99	77	86	128	94	123	102	80
95	45	88	107	55	105	104	108
113	48	122	127	101	115	146	118
135	70	112	99	80	117	117	107
96	63	134	88	95	145	112	57
96	63	134	88	95	145	112	57
23	15	37	23	29	35	38	37
72	76	77	103	70	103	96	71
122	66	136	121	103	135	140	92
112	68	103	118	134	107	133	102
112	68	103	118	134	107	133	102
112	68	103	118	134	107	133	102
92	65	84	83	75	73	85	76
44	51	46	55	52	81	78	50
73	58	86	105	69	106	78	86
82	38	92	87	71	86	86	73
85	53	72	79	77	83	117	81
85	53	72	79	77	83	117	81
93	43	59	99	95	87	103	67
65	45	74	106	87	83	157	125
65	46	75	108	88	84	157	125
65	43	74	108	88	84	157	124
92	70	89	119	84	125	141	85
117	65	127	104	99	108	97	104
73	46	84	72	42	95	81	71
84	74	101	119	102	70	104	108
156	86	132	122	128	145	159	118
149	79	115	143	108	142	146	136
71	36	108	96	66	108	91	92
85	50	99	89	63	83	115	79
85	50	99	89	63	83	115	79
85	50	99	89	63	83	115	79
85	50	99	89	63	83	115	79
47	44	74	42	87	74	71	51
69	36	81	57	67	54	76	58
41	16	26	61	32	65	80	46
100	69	94	119	90	109	116	72
81	63	93	69	77	105	76	68
81	63	93	69	77	105	76	68
81	63	93	69	77	105	76	68
47	40	76	89	30	69	83	71
69	36	75	75	67	76	83	96
56	83	91	90	45	101	101	87
16	9	35	31	19	49	44	55
91	54	75	113	66	76	94	86
14	5	14	21	10	26	27	22
100	55	98	97	98	76	114	98
100	55	98	97	98	76	114	98
66	45	82	87	56	70	103	76
95	56	111	90	108	126	111	108
111	68	106	115	96	93	131	101
110	54	90	124	62	118	105	87
110	13	49	48	65	41	54	47
43	34	60	36	53	45	60	83
43	34	60	36	53	45	60	83
75	59	96	82	116	78	110	95
106	61	130	90	115	101	137	76
52	35	58	57	42	64	78	61
54	62	61	104	69	75	77	76
96	82	107	110	100	101	123	73
99	47	111	90	127	108	107	95
58	19	69	89	39	91	92	70
45	25	54	55	32	63	76	66
120	59	107	99	81	87	101	95
71	67	64	77	77	73	106	62
86	53	63	115	58	64	108	89
71	56	57	86	77	86	85	67
71	56	57	86	77	86	85	67
89	59	74	94	72	101	115	77
136	87	109	112	107	106	124	96
123	54	84	100	95	102	100	90
114	75	118	116	83	136	122	93
135	77	107	130	123	102	143	99
119	77	110	129	107	142	162	101
184	111	177	210	168	197	252	177
196	117	206	238	187	207	283	203
94	42	84	78	81	85	94	67
92	42	84	78	81	85	94	67
90	65	95	94	76	93	125	111
76	46	66	99	71	79	106	74
84	49	84	108	99	120	128	81
143	78	135	133	130	113	156	137
64	24	32	54	57	57	71	51
49	42	82	73	76	68	87	83
61	51	101	86	82	81	94	88
62	51	101	87	82	81	94	89
127	64	101	109	109	121	122	95
144	85	115	123	74	130	146	92
98	43	53	97	89	83	98	91
130	72	102	131	119	119	140	100
86	51	68	93	96	106	105	69
103	80	84	96	91	100	127	93
64	43	66	74	53	88	88	91
44	15	29	28	32	39	41	41
120	71	89	91	114	120	141	98
88	54	81	99	90	94	83	73
104	70	99	92	140	121	133	84
45	21	35	59	54	43	59	45
45	21	35	59	54	43	59	45
107	49	113	90	74	109	109	94
82	53	82	108	71	116	115	121
66	46	83	80	54	85	76	70
1215	680	702	1074	2382	1061	1139	1238
56	48	101	77	102	102	105	84
56	48	101	77	102	102	105	84
120	62	131	128	93	129	144	97
126	63	100	122	92	143	129	129
77	46	82	74	61	88	83	59
70	58	85	68	61	71	90	101
50	30	44	83	57	68	69	55
108	72	102	113	84	126	108	105
233	176	166	126	290	280	251	99
59	29	38	63	40	53	78	74
123	106	153	169	140	165	193	167
123	106	153	169	140	165	193	167
163	127	206	219	192	217	253	213
167	131	209	226	200	227	260	216
185	149	223	239	219	239	292	236
77	62	96	95	83	100	102	73
106	60	106	97	76	100	97	74
88	43	84	68	67	93	99	71
88	43	84	68	67	93	99	71
88	43	84	68	67	93	99	71
105	47	56	107	61	89	110	89
90	74	91	119	83	91	99	106
44	17	32	51	24	42	55	46
37	18	19	45	21	34	52	35
59	28	53	72	63	59	62	52
80	32	48	64	56	60	76	49
69	44	69	58	78	85	74	69
87	64	91	90	69	69	85	73
128	68	118	122	127	148	152	88
32	24	24	26	21	34	29	29
74	57	67	70	65	86	71	57
117	91	116	113	104	129	128	94
159	88	161	129	111	148	178	118
67	23	46	66	55	60	86	62
67	22	46	62	55	55	86	59
67	22	46	62	52	55	86	57
99	47	96	91	69	103	98	85
76	33	58	66	49	76	91	76
58	13	29	56	85	22	56	59
87	45	59	68	83	65	73	45
84	46	76	77	56	70	87	68
86	49	88	82	80	117	101	90
53	12	37	68	36	49	61	64
68	54	55	56	84	54	99	87
36	8	14	23	8	21	29	25
55	28	63	71	53	81	91	70
100	70	97	86	102	86	95	90
74	37	57	74	51	94	83	70
96	50	54	69	97	85	67	52
81	48	56	87	64	81	89	49
92	57	88	78	81	98	96	79
95	56	95	113	127	91	132	108
43	16	34	61	26	63	52	44
41	42	53	46	44	56	60	53
52	49	55	82	68	54	82	56
103	74	99	99	94	111	126	79
96	43	89	96	95	111	86	79
67	31	70	80	39	84	99	51
41	10	40	39	34	46	70	58
78	45	68	105	86	91	92	87
55	59	45	112	70	81	93	83
32	29	43	55	34	46	62	41
117	78	113	117	84	115	121	85
124	85	133	136	136	116	123	132
97	81	101	107	93	112	115	81
44	45	49	35	43	48	52	45
50	45	52	35	43	54	60	46
79	44	52	95	75	56	81	68
119	77	95	96	121	122	127	85
171	96	200	168	161	177	180	135
42	13	27	57	28	32	69	48
66	15	54	61	24	43	67	45
75	53	81	92	85	78	123	102
106	58	107	122	99	103	145	130
110	58	107	131	99	112	145	130
62	62	96	97	84	95	115	86
62	62	96	97	84	95	115	86
345	176	267	332	288	352	322	340
604	374	646	696	543	626	691	669
445	303	564	578	445	502	615	587
325	222	402	429	328	365	459	427
233	138	218	271	220	257	288	290
79	77	120	101	84	102	114	79
83	68	84	113	85	98	104	81
83	68	84	113	85	98	104	81
83	68	84	113	85	98	104	81
114	74	113	161	121	103	120	124
114	74	113	161	121	103	120	124
131	76	137	104	118	117	109	124
33	27	42	41	33	61	48	35
36	27	45	41	36	66	50	35
38	30	46	43	42	74	55	35
36	30	46	43	42	74	55	35
35	30	46	42	42	74	55	33
36	34	49	43	47	80	56	35
38	34	50	44	47	83	59	35
28	40	42	41	47	65	65	28
116	63	115	112	127	123	153	94
162	57	144	188	157	144	158	135
68	20	68	50	41	56	62	36
81	80	60	92	80	75	95	85
21	12	39	47	43	25	51	57
83	71	95	111	84	114	115	104
49	35	47	52	44	50	75	66
10	4	14	12	13	11	12	21
10	4	12	11	13	11	12	17
56	50	93	85	69	105	108	85
56	50	93	85	69	105	108	85
19	2	16	20	18	25	36	33
31	21	34	32	29	53	68	49
91	59	77	105	72	97	118	78
86	68	87	69	63	99	112	84
86	68	87	69	63	99	112	84
101	63	86	114	117	75	134	76
69	56	101	100	69	83	121	86
113	60	116	94	74	112	120	80
113	60	116	94	74	112	120	80
78	55	81	104	57	114	117	80
142	82	127	136	114	142	146	106
142	82	127	136	114	142	146	106
87	56	86	87	95	110	119	94
94	50	79	89	65	96	106	90
47	31	31	39	17	48	39	34
104	69	111	108	140	127	145	92
72	56	101	71	74	83	85	85
36	17	45	68	24	62	63	43
93	44	79	90	84	108	146	67
43	10	31	34	10	37	40	33
73	53	95	86	64	76	95	88
99	49	110	101	62	93	105	70
85	54	86	94	91	98	112	103
107	113	93	119	125	106	121	114
38	13	45	40	29	34	34	43
55	38	66	63	50	62	64	52
55	38	66	63	50	62	64	52
55	38	66	63	50	62	64	52
55	38	66	63	50	62	64	52
111	64	98	109	87	100	99	95
117	92	121	103	109	113	145	99
108	88	117	76	119	66	86	130
78	74	102	93	90	122	105	118
73	47	64	85	64	80	94	79
114	47	67	115	61	89	111	104
118	66	109	123	123	103	137	109
37	11	33	60	26	40	54	28
51	41	90	80	39	63	94	51
91	62	90	77	72	97	106	92
30	16	22	33	16	39	31	33
27	16	21	30	16	38	31	32
140	61	94	150	98	115	126	107
101	78	104	125	105	146	96	119
99	20	55	60	51	71	61	93
40	33	62	52	46	59	85	75
78	38	71	99	81	82	98	122
34	13	37	70	34	53	38	64
95	43	98	94	48	74	92	60
122	82	116	101	115	128	145	109
94	60	101	117	94	121	104	106
108	61	104	110	78	107	122	93
113	63	126	104	103	120	106	91
50	25	78	79	57	54	97	61
45	19	55	84	36	47	70	56
71	51	82	85	71	76	87	50
63	55	66	61	64	78	84	67
60	22	47	67	40	67	95	70
60	22	47	67	40	67	95	70
92	61	81	101	100	108	107	84
107	78	105	109	64	87	138	98
72	61	78	71	73	80	103	70
96	44	71	81	34	101	102	55
59	36	78	69	51	81	82	83
107	61	114	73	69	88	113	94
57	29	59	70	52	72	70	92
83	47	73	92	83	93	116	99
49	14	36	46	27	41	64	41
101	38	59	70	57	95	76	60
104	72	119	99	114	110	111	86
34	9	37	35	33	47	44	35
33	9	37	32	31	45	43	32
55	42	73	85	48	95	74	62
44	23	38	46	39	46	56	38
61	19	33	83	36	68	92	71
61	19	33	83	36	68	92	71
61	19	33	83	36	68	92	71
110	73	114	130	114	96	145	110
43	9	14	30	24	23	41	38
39	24	35	49	50	44	67	46
39	24	35	49	50	44	67	46
87	89	132	128	98	106	165	115
70	43	73	70	83	51	91	108
27	15	38	40	44	47	75	60
27	15	38	40	44	47	75	60
27	15	38	40	44	47	75	60
27	15	38	40	44	49	75	61
27	15	38	40	44	54	75	62
18	12	19	32	42	17	58	38
19	13	20	32	54	19	63	41
102	26	66	84	49	65	72	91
14	4	15	14	21	14	13	28
58	40	62	76	51	67	67	55
58	33	64	56	44	60	53	57
58	33	64	56	44	60	53	57
33	30	52	63	37	46	68	40
33	30	52	63	37	46	68	40
40	14	51	61	44	44	76	54
115	47	86	104	100	85	124	78
115	47	86	104	100	85	124	78
118	78	81	137	109	110	131	96
11	6	8	13	9	21	17	20
11	7	8	13	9	23	17	20
15	16	21	23	18	35	32	28
81	54	99	121	88	80	99	49
82	89	112	88	98	100	136	89
93	54	98	102	93	92	107	96
104	56	92	118	73	112	112	83
39	6	35	33	16	37	44	22
94	55	116	111	99	121	101	85
77	58	80	101	75	101	106	76
87	33	137	99	99	107	111	99
48	8	46	57	29	53	62	52
62	25	57	49	52	62	66	63
41	12	48	37	45	44	51	50
68	39	59	87	83	80	54	76
77	34	52	77	78	72	47	83
58	34	56	64	52	66	66	46
47	26	28	62	25	39	37	32
71	31	57	68	31	63	57	55
67	52	85	90	87	76	91	84
