Assay Factor	genotype	Tissue	enriched	overlap	-log10 p-value	log2_enrichment
1K-upstream	wt	ISC	enriched	1.0	0.0	-1.1108847420182382
3P-UTR	wt	ISC	enriched	2.0	0.0	0.037044792231616795
5P-UTR	wt	ISC	enriched	0.0	0.0	-16.609640474436812
CDS	wt	ISC	enriched	1.0	1.1017027434282447	-2.9322511579354003
Intergenic	wt	ISC	enriched	13.0	0.49248144442357566	0.9022742881370109
Intronic	wt	ISC	enriched	15.0	0.0	0.025751733200985644
