Assay Factor	genotype	Tissue	enriched	overlap	-log10 p-value	log2_enrichment
1K-upstream	wt	ISC	enriched	5.0	0.253677234910047	-0.5022394767616775
3P-UTR	wt	ISC	enriched	3.0	0.6551167206301369	-1.1876742922882428
5P-UTR	wt	ISC	enriched	2.0	0.3521184643991269	-1.0468912399466408
CDS	wt	ISC	enriched	8.0	3.094144779098772	-1.59941835304711
Intergenic	wt	ISC	enriched	13.0	3.619625928386379	-1.4619188035487214
Intronic	wt	ISC	enriched	72.0	5.019056296808363	1.3442660771130275
