Assay Factor	genotype	Tissue	enriched	overlap	-log10 p-value	log2_enrichment
1K-upstream	wt	ISC	enriched	12.0	0.05253196726320962	-0.12499062838246822
3P-UTR	wt	ISC	enriched	26.0	3.326315710132286	1.1909371788437413
5P-UTR	wt	ISC	enriched	5.0	0.26117823304545623	-0.6236873873266428
CDS	wt	ISC	enriched	7.0	9.738746650094988	-2.7660138006439636
Intergenic	wt	ISC	enriched	22.0	7.2847824375989285	-1.6348226030493564
Intronic	wt	ISC	enriched	120.0	3.766207144481646	0.8367401582363028
